CaseID,Weight,AttentionToPolitics,StateOfRegistration,VoteInPrimary,HopefulAboutUS,AfraidAboutUS,OutragedAboutUS,AngryAboutUS,HappyAboutUS,WorriedAboutUS,ProudAboutUS,IrritatedAboutUS,NervousAboutUS,PresApproval,BidenTherm,TrumpTherm,DemPartyTherm,GOPPartyTherm,SCOTUSTherm,RConservatism,BidenConservatism,TrumpConservatism,SCOTUSAbortionUpset,GeerVCTYear,GeerLookup,HowManyChildren,RHHLaborUnion,RFemale,RLatino,RAge,REducation
206655,0.939436031,2,38,0,3,2,3,3,2,2,1,4,2,4,70,0,70,0,85,3,4,7,7,1965,NA,0,0,0,0,71,2
206662,0.440208445,4,NA,0,1,4,4,3,1,4,1,3,2,4,30,10,40,40,70,5,2,2,1,2000,NA,2,0,1,1,33,3
206679,0.56167592,2,13,1,1,4,4,4,1,5,1,5,5,4,85,0,70,15,65,2,2,7,7,1950,NA,0,0,0,0,34,5
206686,0.415401833,2,48,0,2,3,4,4,1,4,1,5,3,2,40,70,40,85,85,6,3,6,4,NA,NA,0,0,1,0,59,4
206709,1.283532612,2,13,0,2,3,3,4,1,3,1,4,2,1,30,85,40,50,85,NA,4,4,4,1980,NA,0,0,1,0,72,1
206716,1.628249778,3,36,0,2,5,5,5,2,5,2,5,5,4,70,0,70,30,60,3,2,7,6,1960,NA,1,0,1,0,52,2
206723,1.153953548,2,45,0,3,2,4,4,3,2,4,5,2,1,0,100,0,40,60,7,2,6,6,1999,NA,3,0,0,0,53,5
206730,0.627249517,2,6,0,2,2,4,2,2,3,2,3,2,4,40,15,15,15,20,4,2,6,7,1971,NA,0,0,0,0,35,5
206747,0.353043992,1,35,1,4,2,3,2,3,2,4,2,2,1,30,90,25,85,100,5,2,6,4,NA,NA,0,0,1,0,68,4
206754,0.456708531,1,25,0,3,4,2,4,1,3,2,4,4,1,60,85,15,100,15,3,2,6,7,1987,NA,0,0,0,0,54,5
206778,0.607388441,2,26,1,3,3,3,1,2,3,2,3,2,4,70,0,70,50,50,NA,4,4,4,NA,NA,0,0,1,0,74,2
206792,2.606415273,2,25,0,5,1,1,1,5,1,5,1,1,1,0,100,0,100,0,6,1,6,2,1977,NA,0,0,1,0,67,3
206815,0.73118316,4,27,0,3,3,2,2,3,3,3,2,3,2,40,60,40,60,60,5,2,6,2,1965,NA,3,1,0,0,46,3
206822,1.497880502,1,25,0,5,2,3,3,4,2,3,5,4,1,0,100,0,70,85,6,2,6,1,NA,NA,0,0,0,0,57,4
206839,1.913992453,2,24,1,1,5,5,5,1,4,1,4,5,4,70,0,100,0,50,4,4,4,6,1990,NA,2,0,1,0,34,2
206853,1.138795852,3,6,1,3,4,5,5,1,5,1,5,5,4,50,50,50,40,40,3,4,7,6,1967,NA,3,0,1,0,56,2
206860,0.94973395,2,12,1,2,4,4,5,2,4,1,4,4,4,100,0,85,30,70,3,3,4,6,1971,NA,0,0,1,0,77,3
206877,0.683223361,3,26,0,4,1,3,2,4,1,4,3,1,1,15,85,10,60,70,5,3,6,1,NA,NA,4,0,0,1,43,3
206884,0.686750123,3,5,0,3,2,2,2,4,3,4,2,2,4,70,30,85,50,85,3,2,6,4,NA,NA,0,0,1,0,66,3
206891,0.946983109,3,NA,0,2,1,1,1,2,2,2,2,3,3,50,50,50,50,50,4,3,5,NA,NA,NA,0,0,0,0,NA,5
206907,1.789949433,1,48,1,3,5,5,5,3,5,3,5,5,1,15,95,0,80,90,6,2,6,4,1962,NA,0,0,0,0,60,3
206914,0.573333076,2,9,1,5,4,5,5,3,2,5,5,2,1,15,100,0,80,100,6,2,5,2,1985,NA,2,0,0,0,39,4
206921,0.708446854,4,29,1,2,3,2,2,1,3,1,3,4,4,30,30,0,0,80,5,2,3,2,1967,NA,4,1,1,0,39,4
206938,0.716886404,2,NA,0,3,3,3,3,3,4,2,4,3,1,15,85,0,70,60,6,2,6,2,NA,NA,0,0,1,0,NA,2
206945,1.415464039,2,17,0,2,5,5,5,1,5,1,5,5,4,70,15,70,15,40,2,4,7,7,2010,NA,0,0,1,0,53,3
206983,0.54487841,2,36,1,2,5,5,5,1,5,1,5,5,4,86,0,85,30,60,2,2,6,7,NA,NA,0,1,1,0,71,5
206990,1.47419021,1,6,1,4,2,3,2,3,3,2,3,2,1,NA,70,30,70,70,6,2,5,1,2010,NA,0,0,1,0,76,4
207016,1.481785753,2,21,0,3,5,5,4,1,4,1,5,5,2,40,85,15,85,60,6,1,6,3,1920,NA,0,0,0,0,80,1
207023,0.357268811,2,51,0,3,4,3,4,3,4,2,4,4,2,50,70,70,85,85,NA,2,4,2,1960,NA,0,0,1,0,76,3
207030,0.642094689,1,22,0,2,4,5,4,2,5,2,5,4,1,0,100,0,100,NA,6,1,6,7,NA,NA,3,0,0,0,NA,4
207047,0.717066651,2,40,1,2,1,3,3,2,3,2,4,3,2,15,85,15,40,100,5,2,6,4,1998,NA,3,0,0,0,49,4
207054,1.187259254,2,36,0,3,1,2,3,3,2,2,2,3,2,50,50,40,60,70,5,4,6,4,1990,NA,3,0,0,1,37,5
207061,1.090608231,2,47,0,3,5,5,3,3,5,3,4,4,1,40,100,40,85,70,5,3,5,4,1987,NA,0,0,1,0,80,3
207078,1.265303587,2,12,1,1,5,5,5,1,5,1,5,5,4,100,0,100,0,30,4,4,7,4,2000,NA,0,0,1,0,72,2
207092,0.540394167,1,NA,0,4,1,4,4,4,4,4,2,2,1,0,100,0,100,50,7,1,7,1,1982,NA,0,0,0,0,51,2
207108,0.628276399,2,12,1,1,5,5,5,1,5,1,5,5,4,85,0,70,15,40,4,4,6,6,1973,NA,0,0,0,0,70,4
207115,1.138417006,2,37,1,1,4,5,5,1,5,2,5,4,4,85,0,85,0,40,NA,2,7,4,1980,NA,0,0,1,0,45,3
207122,0.570408664,1,42,1,1,3,5,5,1,5,1,5,4,4,60,0,30,0,15,1,5,7,7,1876,NA,0,0,1,0,31,4
207139,0.51259426,2,17,1,2,4,4,4,2,5,1,4,4,4,85,0,75,15,60,2,2,7,4,2000,NA,0,0,0,0,72,5
207153,1.192780499,1,16,1,4,4,4,4,4,4,2,5,4,1,15,95,5,75,60,6,2,5,1,1920,NA,0,0,0,0,71,5
207160,0.423850072,1,8,1,4,2,2,2,3,2,5,3,3,1,0,100,0,70,85,7,1,7,1,1960,NA,0,0,0,0,67,3
207177,0.699712228,3,34,0,2,2,2,3,2,2,2,4,2,3,75,40,30,30,100,5,2,5,4,1998,NA,4,0,1,0,36,5
207184,1.625720516,1,34,0,3,3,5,4,4,3,2,5,3,1,15,100,0,85,70,5,2,6,4,1962,NA,1,1,0,0,58,5
207191,0.582061239,2,18,0,3,4,5,3,3,4,3,5,3,1,50,85,0,60,70,5,2,5,4,1952,NA,0,0,0,0,64,3
207207,3.035307063,3,48,0,1,5,3,5,1,5,1,4,4,4,60,0,50,50,50,4,1,4,4,1998,NA,1,0,0,1,34,2
207214,0.744925731,1,6,1,2,5,5,5,1,5,2,4,5,4,90,0,90,0,40,1,2,6,7,1962,NA,0,1,1,0,36,5
207221,6.511481346,3,36,0,3,5,5,5,1,5,1,5,5,1,50,70,70,70,70,NA,4,3,6,1975,NA,0,1,0,1,44,2
207238,0.698409879,3,19,0,3,2,3,3,3,2,3,3,2,2,30,70,30,70,70,5,3,6,4,1994,NA,0,0,1,0,54,5
207245,0.919790853,2,6,0,2,2,4,4,1,2,1,4,3,4,55,0,40,10,60,3,3,5,6,2000,NA,0,1,0,0,28,5
207252,1.182432256,2,12,1,1,5,5,4,1,5,1,4,5,2,30,60,50,85,85,4,2,4,4,1950,NA,0,0,0,0,NA,2
207276,0.358843605,1,6,1,4,3,3,4,3,3,3,3,4,1,40,100,15,100,70,6,2,6,2,NA,NA,0,0,1,0,77,3
207290,0.509266633,1,25,1,3,4,5,5,3,4,3,5,4,1,0,90,0,70,60,7,1,6,2,1970,NA,0,0,0,0,70,5
207306,1.980757981,4,NA,0,3,5,4,3,2,4,1,4,4,1,50,70,40,60,0,3,4,5,1,1803,NA,3,0,1,0,28,1
207313,0.403247334,3,11,1,2,4,4,4,1,4,1,4,4,4,60,0,40,30,30,4,4,4,7,1950,NA,0,0,1,1,30,5
207320,0.315393396,2,12,1,1,4,4,4,1,4,1,4,4,4,70,0,70,15,60,1,3,6,6,1965,NA,0,0,0,0,37,3
207337,0.894652526,2,6,1,3,3,4,4,2,4,2,4,3,1,30,85,30,85,85,6,2,7,4,1980,NA,1,1,1,0,45,2
207344,1.858607024,1,6,1,2,5,4,4,1,5,1,4,5,4,62,0,68,0,10,2,4,5,7,NA,NA,0,1,0,0,68,4
207351,1.671013993,2,NA,0,3,2,1,2,4,2,4,4,3,1,30,85,0,60,100,5,4,6,6,2000,NA,0,0,1,0,80,3
207368,0.491363789,3,36,1,3,3,3,3,2,3,4,3,3,1,15,85,0,70,60,4,2,6,4,1896,1,2,0,1,0,41,2
207375,0.700756755,1,36,1,2,4,5,5,1,5,1,5,4,4,75,0,60,0,40,1,3,6,7,1967,NA,0,1,1,0,32,5
207382,2.583959478,1,NA,0,1,5,5,5,1,5,1,5,5,4,0,0,0,0,60,4,2,2,1,NA,NA,0,0,0,0,24,4
207399,0.805673996,2,53,1,2,5,5,5,1,5,1,5,5,4,70,NA,65,0,25,3,4,7,7,1995,NA,2,0,1,0,NA,5
207405,1.716235188,4,34,1,4,5,5,5,1,5,1,5,5,4,100,0,100,0,50,NA,3,7,4,2008,NA,2,1,0,0,42,1
207412,1.353831725,4,26,0,2,4,2,3,1,5,2,2,4,2,55,52,46,70,40,5,2,6,1,1990,NA,0,0,1,0,26,5
207436,0.715244745,1,37,1,1,4,5,4,1,5,2,5,4,4,85,0,70,15,50,2,3,7,7,NA,NA,1,1,0,0,50,5
207443,0.849903655,1,26,1,3,4,5,5,1,5,1,4,4,4,70,0,60,50,50,4,3,5,5,1963,NA,2,1,0,0,46,5
207450,0.429017648,3,6,0,1,4,4,4,1,4,1,4,4,4,50,0,60,0,70,NA,4,7,6,NA,NA,0,0,0,0,52,3
207467,0.71942893,4,47,1,2,4,3,3,2,3,3,4,3,1,30,100,30,100,50,NA,4,4,1,1980,NA,1,0,1,0,35,3
207474,0.495353867,2,45,0,1,4,4,4,1,5,1,4,4,4,70,0,60,50,85,NA,5,4,4,NA,NA,0,1,0,0,76,3
207481,0.591342318,1,24,1,1,5,5,5,1,5,1,5,5,4,100,0,60,0,40,2,4,5,7,NA,NA,0,0,1,0,63,3
207511,0.353498731,3,47,0,2,4,4,4,1,4,1,4,4,4,60,0,60,0,70,4,3,7,4,1985,NA,0,0,0,1,39,4
207528,1.670248604,3,17,0,5,1,1,4,5,1,4,5,1,1,30,100,0,85,70,6,2,6,4,1965,NA,0,1,0,0,28,4
207542,0.609946044,1,21,0,2,2,3,3,1,2,1,2,2,3,60,40,50,50,85,3,3,4,4,2008,NA,0,0,0,0,66,3
207559,0.666157356,2,29,1,2,5,5,4,2,5,1,4,5,4,95,0,85,30,90,3,2,7,6,1985,NA,0,1,1,0,45,5
207566,0.5259733,1,25,1,2,4,4,4,2,4,1,4,4,4,85,0,85,15,50,1,2,6,7,1950,NA,0,0,0,0,69,5
207573,2.961305409,1,24,0,2,2,3,3,1,4,1,4,2,1,0,85,0,70,60,6,1,6,2,NA,NA,0,1,0,0,59,1
207597,0.686504463,2,48,0,3,3,3,3,3,3,3,4,4,4,85,NA,60,0,60,4,3,7,7,1980,NA,0,0,0,0,79,3
207603,0.559068703,2,39,0,3,3,4,3,3,3,3,3,3,2,0,70,0,60,50,6,1,6,4,1930,NA,0,0,1,0,80,3
207610,0.664600884,4,51,0,2,3,4,3,2,4,2,4,4,4,40,0,0,0,40,4,3,6,5,1962,NA,0,0,0,0,38,4
207627,0.572476761,2,26,0,3,2,3,3,2,3,2,4,4,4,85,15,70,40,70,3,2,6,6,1952,NA,0,0,1,0,74,NA
207634,0.587899772,3,37,1,2,5,3,3,1,3,1,4,4,4,100,10,90,40,50,5,4,6,7,1950,NA,0,0,1,0,54,3
207641,1.275003638,3,21,1,4,1,2,2,3,2,1,3,2,4,60,0,40,40,50,2,3,6,6,1975,NA,0,0,1,0,45,5
207658,0.66921504,3,16,0,2,4,3,5,2,5,1,4,4,4,40,0,40,30,40,4,1,6,7,1950,NA,3,0,1,0,42,3
207665,0.519294797,4,20,1,3,1,3,5,3,5,3,5,1,1,0,100,0,100,100,7,1,6,1,1896,1,0,0,0,0,75,4
207672,1.348167873,3,53,1,1,5,5,4,1,5,1,4,4,2,0,60,0,50,50,NA,4,5,6,1979,NA,2,0,1,0,33,2
207689,0.704855197,3,36,0,1,5,5,5,1,5,1,5,5,4,60,0,80,5,60,4,3,7,6,1963,NA,1,0,0,1,40,3
207696,1.207186507,4,34,0,4,2,2,2,4,2,4,2,2,1,15,100,15,100,85,NA,1,6,6,1964,NA,1,0,1,0,56,3
207702,2.371643659,2,6,0,1,4,4,4,1,5,1,4,4,1,0,85,0,85,60,4,1,3,4,1961,NA,0,0,0,0,44,3
207719,1.822835875,2,48,0,4,5,4,4,1,4,2,4,4,4,100,40,100,40,50,NA,6,3,1,1994,NA,0,0,1,1,80,2
207726,1.895309489,3,26,1,1,5,5,5,1,5,1,5,5,4,100,0,100,0,70,1,1,1,7,1942,NA,0,0,1,0,25,3
207733,2.994669385,1,22,1,4,2,2,2,4,3,4,2,4,1,0,100,15,85,85,NA,1,6,4,1965,NA,1,0,0,0,26,2
207740,0.532569542,2,32,1,2,4,4,5,2,4,1,4,3,4,85,0,85,0,40,3,3,NA,7,1975,NA,0,0,0,0,75,4
207757,2.210903372,1,34,1,1,5,5,5,1,5,1,5,5,4,85,0,85,30,30,NA,4,7,7,1940,NA,1,0,1,0,68,2
207764,1.68973344,3,NA,0,4,3,3,3,3,4,3,4,4,1,50,75,20,50,55,4,3,6,6,2005,NA,1,0,0,0,27,3
207771,1.239687784,2,8,1,2,3,2,3,2,5,1,3,4,4,70,0,75,0,70,2,2,7,5,1978,NA,1,0,1,1,46,3
207788,0.646634177,2,5,1,4,3,2,4,3,2,3,3,2,1,15,85,5,85,90,6,2,6,2,1948,NA,0,0,0,0,71,3
207795,0.827105574,1,36,1,1,5,5,5,1,5,1,5,5,4,80,0,90,0,85,2,3,7,7,1960,NA,1,0,1,0,49,5
207818,1.738669194,1,39,0,2,3,1,1,1,2,1,2,2,4,85,15,70,15,10,NA,4,7,5,NA,NA,0,0,0,0,57,2
207825,0.60955419,2,27,0,1,5,4,4,1,5,1,4,5,4,60,0,50,50,NA,5,2,6,1,1970,NA,0,0,1,0,80,4
207832,0.624474241,1,39,0,3,4,4,3,3,4,3,4,4,1,15,100,0,70,60,6,2,6,1,1990,NA,0,0,1,0,66,3
207849,0.426970416,3,6,0,3,2,2,2,3,2,3,2,2,1,30,100,20,100,70,6,6,6,6,NA,NA,0,0,1,1,43,3
207856,0.331242384,2,17,1,5,3,3,5,1,3,3,3,3,1,0,100,0,100,100,2,4,7,4,2000,NA,0,0,1,0,55,3
207863,0.559808855,4,NA,0,3,3,3,3,3,3,3,3,3,3,50,50,50,50,50,5,3,6,4,1900,NA,0,0,0,0,64,5
207870,0.486792344,2,NA,0,3,3,3,3,3,3,3,3,3,4,100,0,85,30,85,4,4,7,6,1967,NA,0,0,0,0,80,5
207887,0.625918959,2,25,1,1,4,4,4,1,5,1,4,5,4,65,0,70,10,0,2,4,6,7,1967,NA,0,0,1,0,57,3
207894,0.790996737,1,13,0,3,3,4,3,1,4,1,4,3,1,90,0,85,50,50,3,2,5,4,2005,NA,1,0,1,0,32,3
207900,1.451435904,2,29,0,3,2,3,5,3,2,3,4,3,1,0,100,0,100,30,NA,1,7,4,1980,NA,1,0,0,0,53,2
207924,0.685021982,2,39,1,3,3,5,3,1,3,2,4,5,1,0,95,0,85,95,6,1,6,5,1900,NA,0,1,1,0,68,4
207931,0.454068407,2,12,0,2,3,3,3,1,4,1,3,4,4,70,25,50,40,70,4,3,7,6,1920,NA,0,0,1,0,67,4
207948,NA,3,12,0,2,3,4,3,2,5,4,5,3,1,0,100,0,100,-6,6,1,6,2,2008,NA,2,0,1,0,26,4
207955,1.242842405,2,10,0,2,3,3,3,2,4,2,4,3,4,100,0,100,70,50,NA,7,7,6,1994,NA,1,0,1,0,50,1
207962,1.212222296,4,31,0,3,3,3,3,3,3,3,3,4,4,NA,0,50,50,50,4,3,7,4,1935,NA,3,0,1,0,33,3
207979,0.332036659,2,18,0,1,4,4,5,1,4,3,4,5,2,40,60,30,70,85,3,4,5,4,1985,NA,0,0,1,0,58,4
207986,0.339959815,2,55,0,1,4,4,4,1,4,1,4,4,4,70,0,70,30,50,2,2,7,6,1980,NA,2,0,1,0,36,NA
207993,1.398269707,5,13,0,2,4,1,3,4,1,5,4,1,3,70,30,70,30,40,NA,4,4,2,1915,NA,0,0,1,0,46,2
208002,3.249432536,2,NA,0,2,4,4,4,1,5,1,5,5,4,30,15,85,30,60,NA,5,1,6,2009,NA,4,0,1,0,30,2
208019,0.455076751,1,24,1,3,3,3,4,1,4,1,4,4,4,85,15,70,0,45,3,4,NA,7,NA,NA,0,1,0,0,78,5
208026,0.598410722,2,39,1,2,4,4,4,1,4,1,4,4,4,85,0,85,50,50,NA,3,3,4,2019,NA,3,0,1,0,70,1
208033,0.761684552,4,18,0,3,3,3,3,3,3,3,3,3,2,60,60,50,60,60,5,3,5,4,1980,NA,0,0,1,0,53,3
208040,1.545515707,2,41,1,1,4,4,5,2,5,1,5,4,4,85,0,85,15,75,3,2,7,6,1894,NA,0,0,1,0,59,5
208057,0.370455768,2,34,0,3,3,3,3,3,4,3,3,3,1,0,100,0,70,85,6,2,6,2,1978,NA,0,0,0,0,39,4
208088,0.499313188,1,6,1,1,4,4,5,1,4,1,5,4,4,100,NA,80,30,5,4,4,7,6,NA,NA,0,1,1,0,46,3
208095,1.365866506,3,NA,0,4,3,3,3,3,3,4,3,3,2,30,70,30,70,70,6,6,6,4,1955,NA,0,0,1,0,69,1
208101,0.553108792,3,12,1,3,2,3,2,3,2,3,2,3,2,50,60,40,40,70,5,1,4,4,1902,NA,0,1,0,0,80,4
208132,0.395400011,2,53,1,3,3,4,4,2,4,3,4,5,4,80,0,70,0,70,2,3,6,7,1983,NA,0,0,1,0,31,5
208149,0.839371684,2,6,1,2,3,4,4,2,3,4,4,3,1,10,95,0,80,50,6,2,6,4,1980,NA,1,0,0,0,49,5
208156,0.578385477,2,17,1,1,4,5,5,2,4,1,5,4,4,85,0,85,0,30,3,4,6,7,NA,NA,0,0,0,0,41,3
208163,0.747293993,4,28,0,1,4,4,4,1,4,1,4,4,4,70,15,85,15,3,4,6,1,4,2006,NA,0,0,0,0,58,3
208170,0.680153676,3,25,0,2,2,3,3,1,3,1,4,2,4,50,0,15,0,30,2,4,4,7,2002,NA,0,0,0,1,32,5
208187,1.601763414,2,48,1,2,4,4,5,3,5,1,5,5,4,70,0,85,10,80,4,4,7,6,1986,NA,1,0,0,1,22,3
208194,0.796700904,3,37,0,3,2,3,2,2,2,2,2,2,4,60,0,50,50,70,5,3,7,4,2000,NA,0,0,0,0,59,4
208200,0.928826472,1,36,1,1,5,5,5,1,5,1,5,5,4,85,0,60,0,50,2,4,7,7,1975,NA,0,1,0,0,29,4
208217,1.346954305,1,53,1,5,2,1,1,4,2,4,2,2,1,0,85,0,85,85,6,1,6,1,1965,NA,0,0,1,0,69,3
208231,1.640135891,4,NA,0,1,3,4,4,1,2,2,5,2,2,0,55,10,60,40,NA,1,3,3,1955,NA,0,0,0,0,39,3
208248,0.877739798,1,1,1,1,5,4,5,1,4,1,5,4,4,70,0,75,10,65,2,4,4,7,1972,NA,1,0,0,0,39,3
208255,2.470494247,3,NA,0,3,2,3,2,3,3,3,2,2,1,0,100,0,100,80,NA,1,7,NA,1960,NA,0,0,1,0,64,2
208262,0.298733554,1,17,0,1,5,5,4,1,4,1,4,4,4,100,NA,60,30,60,NA,3,5,6,NA,NA,0,0,1,0,53,5
208279,1.446396528,1,22,0,4,3,4,2,4,4,4,2,3,1,0,NA,30,60,85,7,3,7,1,1955,NA,0,0,0,0,65,2
208286,3.743611016,1,19,0,1,5,4,5,1,5,1,4,4,4,85,0,70,40,70,5,4,1,6,1865,NA,0,0,0,1,36,2
208293,0.292143878,2,36,0,3,3,4,4,1,4,1,4,3,4,100,0,60,15,40,NA,3,6,7,NA,NA,0,0,1,0,76,5
208309,2.256951459,1,21,1,1,5,5,5,1,5,1,5,5,4,100,0,100,0,40,4,4,5,7,1946,NA,0,0,1,0,59,4
208316,0.494223322,2,6,1,5,4,5,4,3,3,1,4,3,1,0,100,15,85,85,7,1,6,1,2018,NA,1,0,0,0,51,5
208323,0.567915577,3,39,0,4,4,3,3,3,2,4,4,3,1,40,70,40,70,80,5,2,6,7,1978,NA,1,0,0,0,49,3
208330,0.33127423,2,37,1,2,3,4,4,1,4,1,5,4,4,85,15,70,10,75,2,2,7,7,1944,NA,0,0,0,0,29,4
208347,1.00100171,3,17,0,2,3,3,3,1,3,1,3,3,4,50,0,60,NA,50,NA,6,2,4,1900,NA,0,0,0,0,29,4
208354,0.871473355,2,48,0,3,3,4,3,1,4,1,4,4,2,30,60,40,40,70,4,2,4,2,1952,NA,1,0,0,1,47,3
208361,0.358072881,1,35,1,3,5,5,5,3,4,2,5,5,4,90,0,80,0,40,1,3,7,7,2004,NA,0,0,1,0,64,5
208378,0.61282226,1,28,0,3,1,3,3,3,3,1,3,3,4,100,0,100,0,40,1,4,7,7,1896,1,0,0,0,0,66,3
208385,0.620740818,2,8,1,1,5,5,5,1,5,1,5,5,4,85,0,70,0,60,2,4,6,7,1984,NA,2,0,1,0,35,3
208408,0.38644408,1,48,1,3,4,5,5,3,3,3,4,4,1,40,90,10,90,60,7,1,6,1,NA,NA,0,0,0,0,80,2
208415,0.434528894,1,55,1,5,3,4,3,3,3,4,5,3,1,15,85,40,60,85,6,2,6,4,1968,NA,1,0,0,0,59,2
208422,0.646314198,3,18,0,4,4,3,3,2,4,3,4,4,1,15,85,15,NA,85,6,1,6,4,NA,NA,0,0,1,0,74,4
208439,0.821928723,1,20,1,1,4,5,5,1,5,1,5,4,4,95,0,70,0,70,6,4,7,4,2002,NA,0,0,0,0,73,3
208446,NA,1,25,1,2,5,5,5,2,4,3,5,4,4,90,0,85,25,-6,2,4,7,7,1979,NA,0,0,0,1,29,5
208453,0.465322953,2,55,1,3,3,4,3,3,3,2,3,4,1,50,70,30,70,70,5,2,4,1,NA,NA,0,0,1,0,80,3
208484,0.574161869,1,13,1,3,3,3,3,3,3,3,3,4,1,0,85,0,70,60,7,2,6,1,NA,NA,0,0,0,1,NA,4
208491,0.357269837,2,6,1,2,3,5,5,2,4,1,4,3,4,60,0,60,0,40,1,3,7,6,NA,NA,0,0,1,0,NA,5
208507,0.633369396,3,NA,0,2,3,3,3,2,3,3,3,3,2,60,50,50,NA,30,7,2,1,5,1965,NA,0,0,0,0,54,3
208514,0.648970515,2,48,1,2,4,4,4,1,5,2,4,5,2,15,75,20,70,70,6,2,5,1,1997,NA,0,0,0,0,NA,4
208521,1.402596633,2,51,1,4,3,1,1,2,3,3,1,1,4,100,15,100,60,100,4,1,7,6,1998,NA,4,0,0,0,43,3
208538,NA,3,28,0,3,4,4,3,3,4,4,4,4,1,30,85,15,85,-6,4,2,6,1,NA,NA,0,0,1,0,80,1
208545,0.652917705,2,17,0,2,4,3,4,1,4,1,4,3,4,70,15,60,40,40,4,2,6,7,1985,NA,0,0,1,0,55,4
208552,NA,2,26,0,2,5,5,5,1,5,1,5,4,4,100,0,100,10,-6,NA,4,2,7,1984,NA,1,0,1,0,51,5
208569,1.119400751,2,45,1,1,3,5,5,1,4,1,5,4,4,85,0,85,15,40,2,3,7,7,1954,NA,3,0,0,0,46,3
208576,0.650656692,2,5,1,3,2,2,2,3,3,2,2,2,1,NA,85,0,80,75,6,2,5,1,2002,NA,1,0,1,0,38,5
208583,0.878310294,2,37,1,2,4,3,4,2,5,1,5,4,4,70,0,60,15,60,2,2,6,7,1985,NA,0,0,1,0,62,5
208590,NA,1,5,0,5,1,NA,1,4,1,3,3,1,1,20,90,2,65,-6,6,3,6,1,1980,NA,0,1,0,0,60,3
208606,NA,2,26,1,1,5,5,5,1,5,1,5,5,4,100,0,85,0,-7,4,2,2,4,2002,NA,0,0,0,0,43,2
208613,1.877580072,1,12,1,2,3,2,2,1,2,2,1,1,4,40,60,60,70,100,4,4,1,4,1942,NA,2,0,0,1,72,3
208644,NA,2,48,0,2,3,3,3,1,4,1,5,2,4,70,0,100,0,-6,2,2,7,6,1899,NA,0,0,1,1,80,2
208651,4.29827662,2,6,0,1,2,3,4,2,5,1,5,4,4,100,0,85,85,70,2,3,6,4,1900,NA,1,0,1,1,23,3
208668,0.383715434,1,51,1,3,3,3,3,3,3,3,3,3,1,40,85,15,60,85,6,2,5,1,1937,NA,0,0,0,0,68,4
208675,0.379308283,2,20,0,3,3,3,3,3,3,3,3,3,2,15,70,15,70,100,6,1,5,4,1950,NA,0,0,1,0,57,4
208682,1.290329025,2,37,0,3,2,1,2,3,2,3,2,3,1,30,70,15,60,85,6,2,6,1,NA,NA,0,0,0,0,NA,4
208705,2.088519461,2,25,1,3,3,4,3,4,3,4,3,4,1,85,85,85,85,50,NA,6,5,4,NA,NA,0,0,0,1,52,1
208712,0.632050959,2,17,0,2,1,5,5,1,5,1,5,1,1,0,100,0,70,50,6,2,5,1,1964,NA,0,0,1,0,69,NA
208736,0.679783711,3,8,0,1,3,1,1,1,4,1,2,3,4,40,0,40,40,70,5,4,7,1,1900,NA,1,0,1,0,NA,3
208743,1.832284634,3,48,0,3,1,2,2,2,1,3,2,2,2,30,60,25,55,75,4,2,5,4,1990,NA,3,0,0,0,39,4
208750,0.961060031,4,48,0,3,3,4,4,2,4,3,2,4,1,0,85,0,100,70,7,1,6,1,2000,NA,0,0,0,0,72,4
208767,1.218143314,2,1,0,2,4,3,3,2,4,1,3,4,2,15,60,20,60,70,6,2,5,2,2007,NA,0,0,1,0,27,3
208774,0.407995385,3,42,1,1,2,3,3,1,2,1,4,1,4,70,0,60,40,40,NA,2,6,7,1900,NA,1,0,1,0,38,5
208781,1.379960374,2,34,1,1,5,5,5,1,5,1,5,5,4,100,0,70,0,50,5,4,NA,7,1890,NA,0,0,0,0,49,5
208798,2.679103325,2,13,1,2,2,1,1,1,1,3,3,2,2,50,60,30,60,50,NA,5,6,1,1990,NA,NA,0,1,0,NA,1
208804,0.558744578,1,12,1,2,2,4,2,2,3,2,4,3,3,50,40,50,50,100,4,2,6,7,NA,NA,0,0,1,1,68,3
208811,1.376383272,4,6,1,2,3,4,4,1,4,2,4,4,4,40,15,40,30,50,4,3,5,4,1970,NA,0,0,1,0,40,4
208859,0.937070201,4,36,0,3,2,1,2,3,2,3,3,3,3,50,60,40,85,50,5,3,6,4,2000,NA,2,0,0,0,49,5
208866,1.095480501,2,29,0,5,3,2,2,2,3,2,3,2,1,0,100,0,100,50,NA,2,6,4,1996,NA,0,0,1,0,26,3
208873,1.050597391,2,6,0,1,5,5,5,1,5,1,5,5,4,80,10,70,30,50,3,3,6,6,1997,NA,1,0,1,0,34,5
208880,1.211749173,3,12,0,3,5,5,5,1,5,1,5,5,1,0,100,0,100,50,7,1,7,1,1975,NA,0,0,0,0,51,3
208897,3.486679865,4,NA,0,3,3,3,3,3,3,3,3,3,1,0,100,0,100,50,7,1,7,4,1970,NA,2,0,1,0,23,2
208903,0.534193079,2,4,1,1,3,3,5,1,5,1,5,4,4,90,0,100,30,90,6,4,7,5,1932,NA,0,0,1,1,80,3
208927,NA,3,29,1,3,4,4,4,2,4,2,4,4,4,60,15,60,40,-6,3,2,7,4,1896,1,0,0,1,0,25,5
